Name,ID,Class,Gender,Eng-QAdvice,Eng-AI,Eng-GroupStyle,Eng-GroupFreq,Gen-QAdvice,Gen-AI,Gen-GroupStyle,Gen-GroupFreq,Gen-Subjects,試験名,時期,科目,スコア
山崎 直樹,25_30,A,M,,,,,,,,,,定期,Ⅱ,Essay,60
林 健介,25_31,B,M,,,,,,,,,,定期,Ⅱ,Essay,80
田中 めぐみ,25_32,A,F,,,,,,,,,,定期,Ⅱ,Essay,95
斎藤 拓真,25_33,B,M,,,,,,,,,,定期,Ⅱ,Essay,100
清水 彩香,25_34,A,F,,,,,,,,,,定期,Ⅱ,Essay,95
中村 久博,25_01,A,M,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語,定期,Ⅲ,Essay,70
近藤 舞子,25_02,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,生物、日本史,定期,Ⅲ,Essay,40
松本 翔太,25_03,A,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅲ,Essay,50
田中 さくら,25_04,A,F,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、生物,定期,Ⅲ,Essay,55
阿部 和也,25_05,B,M,１回はした,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅲ,Essay,35
山崎 紗季,25_06,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅲ,Essay,100
金子 陽菜,25_07,B,F,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、国語,定期,Ⅲ,Essay,90
門倉 耕三,25_08,A,M,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,物理,定期,Ⅲ,Essay,40
森田 舞子,25_09,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,英語　理科　数学,定期,Ⅲ,Essay,95
松田 舞子,25_10,B,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,なし,定期,Ⅲ,Essay,60
高橋 大輔,25_11,A,M,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,なし,定期,Ⅲ,Essay,95
斉藤 和也,25_12,A,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学、生物、地理、化学,定期,Ⅲ,Essay,40
山田 さくら,25_13,B,F,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,なし,定期,Ⅲ,Essay,65
金子 玲奈,25_14,A,F,していない,基本的には使わない,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,生物、日本史、数学,定期,Ⅲ,Essay,50
青木 陽介,25_15,B,M,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,物理,定期,Ⅲ,Essay,30
森 舞子,25_16,A,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅲ,Essay,95
中村 舞子,25_17,A,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学,定期,Ⅲ,Essay,95
佐藤 美咲,25_18,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅲ,Essay,75
福田 拓真,25_19,A,M,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,物理,定期,Ⅲ,Essay,40
遠藤 玲奈,25_20,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,国語、数学、化学,定期,Ⅲ,Essay,75
高橋 紗季,25_21,A,F,２回以上した,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学、日本史,定期,Ⅲ,Essay,65
渡辺 直樹,25_22,B,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語、生物,定期,Ⅲ,Essay,60
松本 一郎,25_23,B,M,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅲ,Essay,60
松村 陽音,25_24,A,F,していない,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅲ,Essay,50
森田 太郎,25_25,B,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,英語、数学、物理,定期,Ⅲ,Essay,45
山田 健介,25_26,B,M,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅲ,Essay,55
中村 太郎,25_27,B,M,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅲ,Essay,100
森 和也,25_28,A,M,していない,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,していない,たまに使う（週１回あるかないか）,教えることが多い,基本的には行わない（個人学習がメイン）,物理,定期,Ⅲ,Essay,70
林 野乃子,25_29,A,F,していない,よく使う（毎週１回以上使う）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅲ,Essay,60
山崎 直樹,25_30,A,M,,,,,,,,,,定期,Ⅲ,Essay,40
林 健介,25_31,B,M,,,,,,,,,,定期,Ⅲ,Essay,40
田中 めぐみ,25_32,A,F,,,,,,,,,,定期,Ⅲ,Essay,50
斎藤 拓真,25_33,B,M,,,,,,,,,,定期,Ⅲ,Essay,60
清水 彩香,25_34,A,F,,,,,,,,,,定期,Ⅲ,Essay,90
中村 久博,25_01,A,M,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語,定期,Ⅳ,Essay,nan
近藤 舞子,25_02,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,生物、日本史,定期,Ⅳ,Essay,90
松本 翔太,25_03,A,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅳ,Essay,70
田中 さくら,25_04,A,F,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、生物,定期,Ⅳ,Essay,nan
阿部 和也,25_05,B,M,１回はした,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅳ,Essay,50
山崎 紗季,25_06,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅳ,Essay,nan
金子 陽菜,25_07,B,F,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、国語,定期,Ⅳ,Essay,85
門倉 耕三,25_08,A,M,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,物理,定期,Ⅳ,Essay,70
森田 舞子,25_09,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,英語　理科　数学,定期,Ⅳ,Essay,75
松田 舞子,25_10,B,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,なし,定期,Ⅳ,Essay,nan
高橋 大輔,25_11,A,M,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,なし,定期,Ⅳ,Essay,85
斉藤 和也,25_12,A,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学、生物、地理、化学,定期,Ⅳ,Essay,65
山田 さくら,25_13,B,F,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,なし,定期,Ⅳ,Essay,60
金子 玲奈,25_14,A,F,していない,基本的には使わない,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,生物、日本史、数学,定期,Ⅳ,Essay,45
青木 陽介,25_15,B,M,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,物理,定期,Ⅳ,Essay,10
森 舞子,25_16,A,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅳ,Essay,55
中村 舞子,25_17,A,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学,定期,Ⅳ,Essay,90
佐藤 美咲,25_18,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅳ,Essay,70
福田 拓真,25_19,A,M,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,物理,定期,Ⅳ,Essay,20
遠藤 玲奈,25_20,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,国語、数学、化学,定期,Ⅳ,Essay,100
高橋 紗季,25_21,A,F,２回以上した,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学、日本史,定期,Ⅳ,Essay,65
渡辺 直樹,25_22,B,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語、生物,定期,Ⅳ,Essay,nan
松本 一郎,25_23,B,M,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅳ,Essay,90
松村 陽音,25_24,A,F,していない,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅳ,Essay,75
森田 太郎,25_25,B,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,英語、数学、物理,定期,Ⅳ,Essay,65
山田 健介,25_26,B,M,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅳ,Essay,40
中村 太郎,25_27,B,M,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅳ,Essay,100
森 和也,25_28,A,M,していない,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,していない,たまに使う（週１回あるかないか）,教えることが多い,基本的には行わない（個人学習がメイン）,物理,定期,Ⅳ,Essay,60
林 野乃子,25_29,A,F,していない,よく使う（毎週１回以上使う）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅳ,Essay,60
山崎 直樹,25_30,A,M,,,,,,,,,,定期,Ⅳ,Essay,nan
林 健介,25_31,B,M,,,,,,,,,,定期,Ⅳ,Essay,nan
田中 めぐみ,25_32,A,F,,,,,,,,,,定期,Ⅳ,Essay,75
斎藤 拓真,25_33,B,M,,,,,,,,,,定期,Ⅳ,Essay,nan
清水 彩香,25_34,A,F,,,,,,,,,,定期,Ⅳ,Essay,90
中村 久博,25_01,A,M,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語,定期,Ⅰ,Others,73.3
近藤 舞子,25_02,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,生物、日本史,定期,Ⅰ,Others,18.3
松本 翔太,25_03,A,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅰ,Others,36.7
田中 さくら,25_04,A,F,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、生物,定期,Ⅰ,Others,10
阿部 和也,25_05,B,M,１回はした,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅰ,Others,16.7
山崎 紗季,25_06,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅰ,Others,61.7
金子 陽菜,25_07,B,F,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、国語,定期,Ⅰ,Others,71.7
門倉 耕三,25_08,A,M,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,物理,定期,Ⅰ,Others,33.3
森田 舞子,25_09,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,英語　理科　数学,定期,Ⅰ,Others,88.3
松田 舞子,25_10,B,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,なし,定期,Ⅰ,Others,25
高橋 大輔,25_11,A,M,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,なし,定期,Ⅰ,Others,70
斉藤 和也,25_12,A,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学、生物、地理、化学,定期,Ⅰ,Others,45
山田 さくら,25_13,B,F,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,なし,定期,Ⅰ,Others,91.7
金子 玲奈,25_14,A,F,していない,基本的には使わない,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,生物、日本史、数学,定期,Ⅰ,Others,8.3
青木 陽介,25_15,B,M,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,物理,定期,Ⅰ,Others,13.3
森 舞子,25_16,A,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅰ,Others,71.7
中村 舞子,25_17,A,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学,定期,Ⅰ,Others,65
佐藤 美咲,25_18,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅰ,Others,30
福田 拓真,25_19,A,M,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,物理,定期,Ⅰ,Others,10
遠藤 玲奈,25_20,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,国語、数学、化学,定期,Ⅰ,Others,80
高橋 紗季,25_21,A,F,２回以上した,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学、日本史,定期,Ⅰ,Others,86.7
渡辺 直樹,25_22,B,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語、生物,定期,Ⅰ,Others,35
松本 一郎,25_23,B,M,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅰ,Others,58.3
松村 陽音,25_24,A,F,していない,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅰ,Others,63.3
森田 太郎,25_25,B,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,英語、数学、物理,定期,Ⅰ,Others,23.3
山田 健介,25_26,B,M,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅰ,Others,71.7
中村 太郎,25_27,B,M,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅰ,Others,61.7
森 和也,25_28,A,M,していない,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,していない,たまに使う（週１回あるかないか）,教えることが多い,基本的には行わない（個人学習がメイン）,物理,定期,Ⅰ,Others,53.3
林 野乃子,25_29,A,F,していない,よく使う（毎週１回以上使う）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅰ,Others,30
山崎 直樹,25_30,A,M,,,,,,,,,,定期,Ⅰ,Others,31.7
林 健介,25_31,B,M,,,,,,,,,,定期,Ⅰ,Others,26.7
田中 めぐみ,25_32,A,F,,,,,,,,,,定期,Ⅰ,Others,40
斎藤 拓真,25_33,B,M,,,,,,,,,,定期,Ⅰ,Others,33.3
清水 彩香,25_34,A,F,,,,,,,,,,定期,Ⅰ,Others,46.7
中村 久博,25_01,A,M,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語,定期,Ⅱ,Others,41.7
近藤 舞子,25_02,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,生物、日本史,定期,Ⅱ,Others,26.7
松本 翔太,25_03,A,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅱ,Others,5
田中 さくら,25_04,A,F,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、生物,定期,Ⅱ,Others,13.3
阿部 和也,25_05,B,M,１回はした,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅱ,Others,18.3
